가타, 68, 165
마파, 45, 162
바사, 46, 152
카차, 98, 170
바바, 67, 155
사카, 79, 144
카타, 88, 167
파나, 52, 188
아가, 55, 146
차마, 77, 168
다바, 91, 168
차차, 46, 147
파나, 81, 154
다나, 78, 181
바자, 44, 178
라마, 85, 159
하파, 45, 153
타타, 77, 179
파아, 99, 189
타사, 78, 197
마파, 62, 154
다타, 82, 189
나타, 60, 185
라마, 60, 158
아파, 46, 166
가파, 84, 158
다카, 43, 162
파가, 77, 199
나나, 98, 196
차자, 57, 175
자하, 59, 186
카가, 54, 161
아아, 46, 197
자아, 63, 183
라차, 64, 153
가나, 91, 147
사사, 70, 145
아아, 44, 160
아카, 60, 192
다자, 58, 175
카가, 58, 189
사가, 78, 190
사사, 75, 158
마카, 95, 179
차라, 47, 180
카타, 47, 153
다나, 64, 159
라파, 83, 189
자바, 99, 174
사가, 87, 176
카아, 49, 188
파가, 69, 186
아라, 66, 152
카다, 83, 146
나차, 75, 178
사마, 40, 185
카파, 58, 186
타가, 88, 148
나마, 74, 186
마라, 99, 144
다바, 76, 144
사타, 58, 199
마사, 45, 176
사마, 95, 192
가하, 84, 182
타바, 67, 168
하가, 52, 168
카파, 86, 170
파가, 42, 160
카하, 98, 170
차타, 48, 170
차타, 47, 150
파가, 61, 186
타라, 77, 145
아마, 82, 176
파사, 71, 162
파나, 57, 177
카카, 84, 156
카나, 89, 197
가하, 79, 144
마자, 40, 141
가가, 81, 170
자자, 60, 177
사마, 68, 169
다차, 45, 174
자다, 98, 164
사파, 89, 178
가사, 52, 160
아타, 58, 176
다차, 61, 170
사다, 42, 188
자차, 93, 159
나사, 79, 179
마나, 87, 172
자카, 58, 177
아사, 60, 169
파카, 43, 148
차사, 48, 190
나다, 87, 186
나자, 45, 159
아나, 51, 140
차하, 67, 149
다다, 71, 192
자바, 80, 172
마자, 99, 140
라하, 61, 175
차바, 56, 168
나아, 93, 179
라카, 90, 191
파카, 49, 154
마카, 89, 191
가라, 73, 191
카사, 89, 165
마카, 46, 141
라다, 56, 182
바사, 43, 189
가바, 94, 153
자마, 59, 141
자파, 98, 145
아라, 50, 189
사다, 96, 190
자다, 44, 184
차가, 86, 191
라카, 75, 183
카타, 62, 187
가다, 96, 193
자하, 60, 154
타다, 44, 147
가하, 90, 184
파자, 88, 158
자라, 41, 162
파나, 80, 174
카타, 79, 197
파파, 88, 173
마나, 55, 156
카자, 69, 194
타타, 81, 181
타카, 83, 163
차카, 89, 197
바차, 49, 196
사하, 69, 155
사마, 96, 152
가가, 93, 197
하마, 79, 178
다마, 89, 167
파사, 64, 192
나차, 61, 152
바아, 88, 173
자아, 82, 160
다카, 81, 152
가나, 42, 153
자하, 92, 176
파가, 58, 192
타라, 95, 160
타마, 75, 173
다라, 93, 141
아아, 97, 156
사사, 90, 142
자타, 86, 182
카차, 54, 192
나타, 94, 149
다아, 51, 185
차카, 96, 183
나카, 46, 168
라차, 58, 164
라카, 49, 150
차타, 89, 199
타아, 99, 142
라카, 73, 143
가타, 41, 163
카차, 78, 166
파카, 81, 173
사카, 52, 169
타차, 65, 172
나바, 95, 192
다파, 95, 151
타나, 98, 162
자가, 55, 148
카하, 62, 189
가사, 46, 199
바카, 58, 149
자사, 53, 172
카나, 48, 190
자마, 68, 188
다사, 50, 173
라마, 70, 194
하가, 57, 160
라라, 52, 153
다바, 60, 160
차바, 83, 147
마자, 80, 175
가사, 98, 196
하가, 95, 182
라가, 68, 193
다마, 48, 147
자차, 84, 183
카타, 95, 146
타나, 72, 190
타라, 70, 174
하가, 63, 162
하마, 93, 199
차사, 76, 180
자마, 40, 164
타사, 96, 149
마타, 60, 150
자카, 94, 166
바바, 90, 156
마가, 40, 141
차바, 51, 180
차다, 55, 162
타마, 40, 164
가마, 79, 168
마타, 80, 171
다카, 82, 155
사라, 46, 192
파마, 70, 186
사하, 86, 166
마사, 88, 198
바차, 91, 162
차사, 89, 182
타파, 60, 191
사타, 97, 154
마자, 93, 190
사자, 66, 191
타바, 44, 161
나마, 68, 150
카다, 97, 181
아가, 60, 193
다나, 80, 170
나사, 95, 184
사아, 99, 165
차카, 57, 193
다파, 41, 184
가차, 76, 164
바타, 95, 196
가카, 97, 150
다타, 79, 162
타자, 41, 151
타하, 86, 159
타바, 94, 192
다카, 80, 194
차차, 50, 199
사나, 70, 159
파바, 87, 147
타나, 74, 175
카아, 57, 168
아나, 71, 173
사사, 54, 150
다파, 44, 181
하바, 62, 188
파아, 99, 152
차카, 51, 143
자가, 95, 183
바파, 69, 156
자바, 80, 174
자타, 91, 151
가차, 57, 144
마바, 65, 196
차라, 63, 151
타자, 48, 179
바나, 70, 157
라다, 79, 184
다마, 52, 193
다카, 85, 171
라사, 62, 163
아바, 81, 194
마다, 71, 186
차아, 69, 163
카사, 69, 196
사아, 89, 185
바카, 90, 178
마사, 60, 189
가바, 66, 177
차다, 74, 160
마사, 84, 195
다자, 77, 147
나라, 71, 153
아바, 80, 179
사바, 52, 140
다다, 41, 154
마라, 52, 177
파하, 96, 183
자타, 49, 199
가하, 65, 192
마타, 88, 165
하타, 68, 176
마차, 77, 148
나타, 83, 145
사나, 98, 163
가바, 80, 145
사가, 67, 169
나다, 49, 164
카카, 90, 164
자마, 89, 147
타하, 83, 183
카나, 43, 158
타마, 76, 182
마바, 66, 175
나차, 47, 181
아파, 80, 191
하다, 57, 158
나마, 44, 163
마가, 85, 151
자아, 81, 163
하가, 55, 172
나아, 95, 141
다자, 66, 154
라타, 81, 185
자차, 63, 167
라마, 64, 158
차파, 77, 156
카사, 82, 143
파하, 99, 155
타파, 46, 165
타자, 60, 174
자나, 89, 149
카다, 54, 192
하라, 52, 153
가마, 46, 147
카차, 66, 151
라마, 82, 179
차가, 47, 177
사타, 76, 190
파하, 77, 171
사아, 60, 192
마타, 84, 190
카나, 99, 162
파사, 59, 141
다차, 64, 192
사타, 49, 196
가타, 93, 144
자가, 95, 190
파카, 67, 156
마다, 69, 197
마차, 94, 166
타타, 40, 180
파가, 40, 189
가라, 49, 152
바자, 67, 143
하라, 90, 159
자바, 56, 179
차자, 43, 189
카사, 69, 151
라자, 89, 177
나타, 91, 173
라타, 71, 180
가아, 74, 189
아바, 92, 174
바파, 56, 182
바가, 48, 150
사라, 91, 175
자타, 80, 194
아카, 47, 191
마차, 90, 194
자마, 59, 152
사마, 63, 166
파가, 87, 163
아타, 93, 169
라다, 87, 177
바마, 98, 185
차하, 93, 143
차가, 59, 167
라바, 60, 195
가하, 77, 173
차차, 45, 182
파하, 66, 158
아아, 92, 145
사아, 72, 161
자사, 88, 186
타나, 74, 177
차라, 68, 171
하사, 94, 175
바라, 85, 182
자바, 96, 182
카아, 96, 193
타다, 63, 174
하파, 95, 143
가마, 64, 148
차라, 51, 154
타다, 90, 163
파라, 83, 168
타마, 75, 194
마라, 69, 182
바타, 59, 160
라사, 67, 192
아자, 76, 147
아카, 90, 141
마라, 42, 173
자나, 81, 170
차아, 88, 167
하하, 40, 155
바나, 63, 145
라아, 85, 149
마바, 42, 179
가사, 52, 189
자파, 45, 152
다파, 55, 146
나라, 98, 175
타나, 82, 157
나차, 61, 189
마사, 53, 160
파차, 86, 188
가바, 77, 158
마바, 70, 187
마하, 48, 176
나카, 87, 147
차카, 97, 191
차라, 46, 196
차다, 61, 150
자라, 59, 177
라자, 65, 167
사가, 52, 188
자하, 43, 154
바카, 42, 162
마카, 47, 187
타아, 61, 153
마바, 82, 145
차카, 75, 148
자바, 88, 154
가라, 50, 171
하카, 92, 154
파차, 97, 153
타마, 65, 169
차파, 48, 171
카라, 47, 154
아라, 43, 182
마마, 85, 172
카하, 81, 155
가하, 42, 178
가카, 59, 186
하자, 78, 193
아라, 41, 142
사가, 52, 185
아사, 51, 181
하아, 79, 159
나나, 83, 151
파타, 50, 187
가다, 76, 149
가카, 55, 143
마다, 52, 190
마사, 86, 166
카가, 88, 192
가라, 42, 187
카하, 85, 166
다다, 71, 143
차자, 63, 162
사타, 73, 159
차나, 87, 146
아자, 73, 199
타차, 47, 169
나하, 60, 178
라사, 51, 153
자마, 91, 148
아마, 74, 157
파마, 63, 185
다파, 93, 174
파차, 89, 197
차사, 53, 167
카나, 98, 150
하카, 98, 192
마나, 91, 185
파파, 82, 177
차다, 93, 173
파다, 95, 143
라카, 44, 178
하하, 48, 178
바바, 86, 184
다사, 68, 148
파차, 83, 168
차파, 96, 149
바다, 99, 187
아바, 40, 183
다사, 89, 183
마사, 98, 168
가가, 81, 167
라아, 45, 155
자바, 42, 177
가마, 71, 144
사바, 57, 184
타가, 93, 152
가파, 56, 167
자나, 79, 168
사마, 61, 150
다자, 67, 164
하하, 79, 153
라자, 60, 162
차타, 64, 181
가라, 62, 190
하라, 84, 141
차하, 49, 161
자차, 83, 161
가하, 50, 191
차사, 66, 153
하라, 90, 145
바카, 62, 183
바라, 81, 163
카사, 55, 195
나라, 54, 182
가아, 40, 151
아사, 69, 155
사마, 88, 146
파가, 47, 151
다차, 57, 172
하바, 68, 160
차차, 54, 194
하가, 87, 197
차타, 94, 160
라사, 63, 181
차카, 57, 148
가마, 74, 158
차사, 96, 177
사마, 68, 157
가아, 67, 183
차타, 50, 186
다사, 52, 149
나사, 52, 155
자하, 42, 159
마파, 76, 191
나하, 90, 144
가사, 95, 153
차다, 74, 145
아타, 90, 147
나바, 66, 192
바하, 85, 158
카라, 55, 163
자자, 78, 181
사라, 44, 172
파파, 53, 173
하차, 96, 173
타타, 66, 152
가차, 51, 170
차사, 68, 164
아자, 93, 144
파라, 96, 167
바마, 68, 189
파라, 84, 173
가바, 41, 179
자나, 95, 195
다카, 70, 198
다라, 40, 148
하아, 44, 184
아다, 46, 179
하카, 90, 162
카자, 95, 175
파나, 87, 155
사나, 66, 145
아차, 40, 167
사타, 93, 170
자사, 77, 162
가파, 93, 171
사카, 77, 187
파아, 56, 182
아파, 97, 148
차아, 97, 141
파다, 48, 144
다다, 44, 144
카라, 89, 144
타사, 62, 142
파마, 46, 171
아라, 66, 176
라나, 43, 153
가파, 61, 160
자마, 85, 141
마차, 40, 149
사가, 64, 151
타나, 53, 176
바파, 82, 169
바나, 99, 199
마카, 78, 185
나바, 84, 148
바바, 45, 169
차라, 53, 178
타아, 46, 184
다사, 80, 153
나다, 56, 197
파가, 66, 198
가가, 51, 140
가파, 96, 170
마나, 62, 192
파자, 55, 195
하가, 45, 196
차카, 41, 178
하가, 91, 190
카라, 42, 151
하아, 43, 151
하사, 70, 141
타차, 55, 183
나아, 76, 165
타바, 54, 197
사사, 70, 186
사파, 69, 170
타아, 88, 164
카자, 78, 147
마타, 41, 171
자마, 50, 158
사타, 90, 146
마아, 40, 153
차타, 96, 168
차다, 56, 152
파차, 75, 199
가마, 61, 164
아자, 98, 175
바사, 69, 157
사아, 89, 198
다차, 72, 179
마파, 45, 154
라바, 86, 187
사나, 76, 175
나사, 44, 155
마차, 46, 169
하사, 86, 172
카다, 78, 160
라아, 71, 196
카자, 62, 164
카나, 59, 150
파바, 68, 172
다자, 51, 172
차자, 41, 146
카차, 71, 176
사하, 76, 165
바아, 74, 145
자다, 51, 188
가하, 49, 155
가마, 58, 155
카타, 49, 184
아타, 71, 159
차바, 46, 142
하나, 84, 190
다바, 89, 167
아하, 60, 194
다라, 63, 164
가라, 44, 153
타다, 51, 159
나아, 72, 194
하아, 96, 167
차파, 92, 144
바가, 77, 177
차카, 94, 149
다마, 47, 140
아마, 52, 157
파타, 57, 146
자하, 82, 144
자차, 62, 142
차마, 55, 176
하자, 89, 167
아다, 75, 145
다사, 80, 181
나사, 95, 167
다가, 59, 193
다사, 63, 144
아가, 65, 149
가타, 89, 160
마파, 41, 162
타마, 86, 179
사다, 98, 160
하차, 74, 195
자라, 40, 169
사다, 60, 149
가가, 65, 156
카하, 54, 189
사가, 89, 168
카자, 81, 158
파하, 64, 167
다차, 81, 158
카아, 83, 179
자사, 51, 160
아자, 88, 150
하다, 56, 164
자파, 50, 199
나나, 58, 192
바하, 74, 145
차가, 51, 174
타하, 65, 147
타하, 74, 158
다하, 57, 156
나마, 42, 179
파마, 43, 172
파라, 40, 143
타바, 71, 195
마아, 77, 154
바라, 51, 158
바타, 82, 194
라하, 63, 177
마타, 45, 162
차아, 74, 149
마사, 75, 192
마타, 70, 151
파카, 84, 147
하라, 95, 182
파가, 42, 194
바사, 61, 193
타마, 74, 177
라차, 63, 177
다파, 91, 157
자가, 83, 149
타자, 56, 189
바아, 89, 185
가차, 46, 165
타바, 40, 167
마가, 98, 163
가가, 93, 170
아나, 63, 184
라파, 74, 147
하마, 43, 145
타아, 70, 167
자마, 97, 177
하카, 46, 166
나하, 50, 181
바자, 81, 168
아아, 70, 170
타가, 49, 157
사파, 76, 142
자카, 64, 172
사파, 48, 183
타가, 63, 172
바나, 89, 165
바사, 98, 186
마하, 44, 178
자다, 77, 184
마차, 84, 168
마바, 49, 199
라마, 69, 156
마마, 75, 159
다자, 62, 173
차차, 44, 195
하하, 64, 170
가자, 75, 149
나라, 70, 156
자파, 41, 191
사사, 66, 156
사카, 50, 162
마자, 82, 141
마카, 99, 155
타가, 47, 142
자아, 85, 176
아아, 66, 167
바마, 59, 186
마파, 88, 186
자카, 74, 197
카자, 73, 146
파다, 42, 199
가바, 40, 141
아바, 77, 181
바라, 45, 160
자마, 44, 173
나자, 78, 192
사라, 91, 171
라아, 65, 167
차가, 84, 142
나사, 96, 189
하나, 51, 153
라하, 79, 147
라바, 72, 194
차아, 83, 172
차파, 99, 165
타나, 73, 160
카바, 68, 193
카사, 72, 140
카마, 77, 180
자마, 87, 189
다자, 64, 147
카나, 70, 142
파가, 44, 146
사카, 68, 168
카나, 86, 188
하파, 45, 199
자사, 79, 153
차사, 90, 148
타타, 76, 184
파카, 64, 170
가하, 73, 152
카차, 60, 166
마나, 51, 168
다다, 54, 168
자다, 77, 180
아다, 53, 187
사카, 86, 143
타차, 47, 146
카자, 77, 148
타차, 58, 160
자가, 90, 173
카아, 68, 153
다자, 65, 148
사마, 57, 156
라라, 50, 158
가다, 57, 150
아바, 83, 150
파다, 74, 197
다타, 74, 157
차가, 77, 189
차가, 94, 177
아사, 96, 190
파다, 91, 178
아라, 54, 196
자바, 99, 149
바가, 71, 183
라마, 50, 148
카사, 47, 191
다카, 74, 150
가아, 45, 155
아아, 40, 184
가나, 53, 198
바다, 45, 144
가가, 74, 177
가차, 97, 160
파타, 92, 155
나자, 47, 190
파자, 87, 142
마카, 93, 188
나라, 50, 196
나사, 91, 187
카카, 98, 142
가마, 77, 183
하라, 85, 149
하사, 60, 141
가가, 58, 166
타타, 42, 192
바자, 65, 150
가다, 64, 160
파바, 88, 174
카사, 51, 155
가카, 80, 194
타카, 51, 178
타마, 78, 143
다바, 61, 185
가자, 92, 193
마카, 63, 192
나라, 66, 181
카가, 91, 148
카사, 45, 193
바사, 83, 152
파아, 56, 150
자차, 66, 183
타가, 85, 167
차타, 50, 180
사라, 67, 181
타나, 71, 151
다라, 92, 141
나마, 54, 190
자마, 59, 182
자아, 81, 174
가하, 91, 182
다아, 78, 194
사아, 99, 191
차파, 50, 169
차바, 96, 166
파라, 93, 190
사차, 72, 173
타바, 48, 172
사아, 48, 147
바아, 71, 167
사마, 93, 182
차하, 85, 144
파하, 48, 176
타다, 43, 170
바가, 81, 155
자사, 59, 186
차나, 95, 193
라타, 84, 187
아하, 93, 147
타하, 83, 161
카파, 56, 157
바마, 48, 157
가자, 52, 174
타카, 62, 193
파바, 76, 182
사하, 96, 196
아라, 50, 156
나자, 48, 171
나자, 57, 149
